%SeriesCode,SeriesLabel,MetricName,CalculationType,DefaultScale,TableId:LineNo,SeriesCodeParents
DREMRC,"Less: Personal remittances in kind to nonresidents","Current Dollars","Level",-6,U20405:147,DNFRRC
DREMRG,"Less: Personal remittances in kind to nonresidents","Fisher Price Index","Level",0,U20404:147,NONE
DREMRX,"Less: Personal remittances in kind to nonresidents","Chained Dollars","Level",-6,U20406:147,NONE
DREORA,"Religious organizations, gross output","Fisher Quantity Index","Level",0,U20403:345,NONE
DREORC,"Religious organizations","Current Dollars","Level",-6,T20900:63|U20405:345,DNPERC
DREORG,"Religious organizations, gross output","Fisher Price Index","Level",0,U20404:345,NONE
DREORX,"Religious organizations, gross output","Chained Dollars","Level",-6,U20406:345,NONE
DREQRA,"Recreational goods and vehicles","Fisher Quantity Index","Level",0,T10503:7|T20303:6|T20403:13|U20403:36,NONE
DREQRC,"Recreational goods and vehicles","Current Dollars","Level",-6,T10505:7|T20305:6|T20405:13|U20305:6|U20405:36,DDURRC
DREQRG,"Recreational goods and vehicles","Fisher Price Index","Level",0,T10504:7|T10604:7|T20304:6|T20404:13|U20304:6|U20404:36,NONE
DREQRL,"Recreational goods and vehicles","Fisher Quantity Index","Percent change, annual rate",0,T10501:7|T20301:6,NONE
DREQRS,"Recreational goods and vehicles","Price Contributions","Level",0,T10608:7,NONE
DREQRV,"Recreational goods and vehicles","Fisher Price Index","Percent change, annual rate",0,T10607:7|T20307:6,NONE
DREQRX,"Recreational goods and vehicles","Chained Dollars","Level",-6,T10506:7|T20306:6|T20406:13|U20306:6|U20406:36,NONE
DREQRY,"Recreational goods and vehicles","Quantity Contributions","Level",0,T10502:7,NONE
DREQRZ,"Recreational goods and vehicles","Quantity Contributions","Level",0,T20302:6,NONE
DREVRA,"Other recreational vehicles","Fisher Quantity Index","Level",0,U20403:57,NONE
DREVRC,"Other recreational vehicles","Current Dollars","Level",-6,U20405:57,DBARRC
DREVRG,"Other recreational vehicles","Fisher Price Index","Level",0,U20404:57,NONE
DREVRX,"Other recreational vehicles","Chained Dollars","Level",-6,U20406:57,NONE
DRLSRA,"Membership clubs, sports centers, parks, theaters, and museums (82)","Fisher Quantity Index","Level",0,T20403:77|T20503:82|U20403:206,NONE
DRLSRC,"Membership clubs, sports centers, parks, theaters, and museums (82)","Current Dollars","Level",-6,T20405:77|T20505:82|U20405:206,DRCARC|DRRLRC
DRLSRG,"Membership clubs, sports centers, parks, theaters, and museums (82)","Fisher Price Index","Level",0,T20404:77|T20504:82|U20404:206,NONE
DRLSRX,"Membership clubs, sports centers, parks, theaters, and museums (82)","Chained Dollars","Level",-6,T20406:77|T20506:82|U20406:206,NONE
DROTRA,"Road transportation","Fisher Quantity Index","Level",0,U20403:198,NONE
DROTRC,"Road transportation","Current Dollars","Level",-6,U20405:198,DGRDRC
DROTRG,"Road transportation","Fisher Price Index","Level",0,U20404:198,NONE
DROTRX,"Road transportation","Chained Dollars","Level",-6,U20406:198,NONE
DRRERA,"Maintenance and repair of recreational vehicles and sports equipment","Fisher Quantity Index","Level",0,T20503:81|U20403:227,NONE
DRRERC,"Maintenance and repair of recreational vehicles and sports equipment","Current Dollars","Level",-6,T20505:81|U20405:227,DODRRC|DOTRRC
DRRERG,"Maintenance and repair of recreational vehicles and sports equipment","Fisher Price Index","Level",0,T20504:81|U20404:227,NONE
DRRERX,"Maintenance and repair of recreational vehicles and sports equipment","Chained Dollars","Level",-6,T20506:81|U20406:227,NONE
DRRLRA,"Recreation","Fisher Quantity Index","Level",0,T20503:73,NONE
DRRLRC,"Recreation","Current Dollars","Level",-6,T20505:73|U20305:38,DPHCRC
DRRLRG,"Recreation","Fisher Price Index","Level",0,T20504:73|U20304:38,NONE
DRRLRX,"Recreation","Chained Dollars","Level",-6,T20506:73|U20306:38,NONE
DRTDRA,"Prerecorded and blank audio discs / tapes / digital files / downloads","Fisher Quantity Index","Level",0,U20403:43,NONE
DRTDRC,"Prerecorded and blank audio discs / tapes / digital files / downloads","Current Dollars","Level",-6,U20405:43,DRECRC
DRTDRG,"Prerecorded and blank audio discs / tapes / digital files / downloads","Fisher Price Index","Level",0,U20404:43,NONE
DRTDRX,"Prerecorded and blank audio discs / tapes / digital files / downloads","Chained Dollars","Level",-6,U20406:43,NONE
DRXDRA,"Prescription drugs","Fisher Quantity Index","Level",0,U20403:121,NONE
DRXDRC,"Prescription drugs","Current Dollars","Level",-6,U20405:121,DPNPRC
DRXDRG,"Prescription drugs","Fisher Price Index","Level",0,U20404:121,NONE
DRXDRX,"Prescription drugs","Chained Dollars","Level",-6,U20406:121,NONE
DSADRA,"Social advocacy and civic and social organizations","Fisher Quantity Index","Level",0,U20403:318,NONE
DSADRC,"Social advocacy and civic and social organizations","Current Dollars","Level",-6,U20405:318,DSOCRC
DSADRG,"Social advocacy and civic and social organizations","Fisher Price Index","Level",0,U20404:318,NONE
DSADRX,"Social advocacy and civic and social organizations","Chained Dollars","Level",-6,U20406:318,NONE
DSAORA,"Social advocacy establishments, gross output","Fisher Quantity Index","Level",0,U20403:347,NONE
DSAORC,"Social advocacy establishments","Current Dollars","Level",-6,T20900:65|U20405:347,DNPERC
DSAORG,"Social advocacy establishments, gross output","Fisher Price Index","Level",0,U20404:347,NONE
DSAORX,"Social advocacy establishments, gross output","Chained Dollars","Level",-6,U20406:347,NONE
DSASRA,"Services of social advocacy establishments to households","Fisher Quantity Index","Level",0,U20403:360,NONE
DSASRC,"Services of social advocacy establishments to households","Current Dollars","Level",-6,T20900:75|U20405:360,DNPSRC
DSASRG,"Services of social advocacy establishments to households","Fisher Price Index","Level",0,U20404:360,NONE
DSASRX,"Services of social advocacy establishments to households","Chained Dollars","Level",-6,U20406:360,NONE
DSCHRA,"Housing at schools","Fisher Quantity Index","Level",0,U20403:245,NONE
DSCHRC,"Housing at schools","Current Dollars","Level",-6,U20405:245,DACCRC
DSCHRG,"Housing at schools","Fisher Price Index","Level",0,U20404:245,NONE
DSCHRX,"Housing at schools","Chained Dollars","Level",-6,U20406:245,NONE
DSCLRA,"Repair and hire of footwear","Fisher Quantity Index","Level",0,U20403:308,NONE
DSCLRC,"Repair and hire of footwear","Current Dollars","Level",-6,U20405:308,DCFSRC
DSCLRG,"Repair and hire of footwear","Fisher Price Index","Level",0,U20404:308,NONE
DSCLRX,"Repair and hire of footwear","Chained Dollars","Level",-6,U20406:308,NONE
DSCWRA,"Social assistance","Fisher Quantity Index","Level",0,U20403:311,NONE
DSCWRC,"Social assistance","Current Dollars","Level",-6,U20405:311,DSOCRC
DSCWRG,"Social assistance","Fisher Price Index","Level",0,U20404:311,NONE
DSCWRX,"Social assistance","Chained Dollars","Level",-6,U20406:311,NONE
DSEARA,"Small electric household appliances","Fisher Quantity Index","Level",0,U20403:29,NONE
DSEARC,"Small electric household appliances","Current Dollars","Level",-6,U20405:29,DAPPRC
DSEARG,"Small electric household appliances","Fisher Price Index","Level",0,U20404:29,NONE
DSEARX,"Small electric household appliances","Chained Dollars","Level",-6,U20406:29,NONE
DSEMRA,"Market-based PCE services","Fisher Quantity Index","Level",0,U20403:378,NONE
DSEMRC,"Market-based PCE services","Current Dollars","Level",-6,U20405:378,NONE
DSEMRG,"Market-based PCE services","Fisher Price Index","Level",0,U20404:378,NONE
DSEMRX,"Market-based PCE services","Chained Dollars","Level",-6,U20406:378,NONE
DSERAX,"Services","Chained Dollars","Level",-6,T10106A:6,NONE
DSERBX,"Services","Chained Dollars","Level",-6,T10106B:6,NONE
DSERCX,"Services","Chained Dollars","Level",-6,T10106C:6,NONE
DSERDX,"Services","Chained Dollars","Level",-6,T10106D:6,NONE
DSERRA,"Services","Fisher Quantity Index","Level",0,T10103:6|T10503:14|T20303:13|T20403:47|T20803:5|U20403:148,NONE
DSERRAM,"Services","Fisher Quantity Index","Percent change",0,T20801:5,NONE
DSERRC,"Services","Current Dollars","Level",-6,T10105:6|T10505:14|T20305:13|T20405:47|T20805:5|U20305:13|U20405:148,DPCERC
DSERRD,"Services","Chained Dollar IPDs","Level",0,T10109:6,NONE
DSERRE,"Services","Current Dollar Shares","Level",0,T10110:6,NONE
DSERRG,"Services","Fisher Price Index","Level",0,T10104:6|T10504:14|T10604:14|T20304:13|T20404:47|T20804:5|U20304:13|U20404:148,NONE
DSERRGM,"Services","Fisher Price Index","Percent change",0,T20807:5,NONE
DSERRJ,"Services","Price Contributions","Level",0,T10108:6,NONE
DSERRL,"Services","Fisher Quantity Index","Percent change, annual rate",0,T10101:6|T10501:14|T20301:13,NONE
DSERRO,"Services","Fisher Quantity Index","Percent change, year ago",0,T10111:6,NONE
DSERRS,"Services","Price Contributions","Level",0,T10608:14,NONE
DSERRV,"Services","Fisher Price Index","Percent change, annual rate",0,T10107:6|T10607:14|T20307:13,NONE
DSERRX,"Services","Chained Dollars","Level",-6,T10106:6|T10506:14|T20306:13|T20406:47|T20806:5|U20306:13|U20406:148,NONE
DSERRY,"Services","Quantity Contributions","Level",0,T10102:6|T10502:14,NONE
DSERRZ,"Services","Quantity Contributions","Level",0,T20302:13,NONE
DSEWRA,"Sewing items","Fisher Quantity Index","Level",0,U20403:133,NONE
DSEWRC,"Sewing items","Current Dollars","Level",-6,U20405:133,DHOURC
DSEWRG,"Sewing items","Fisher Price Index","Level",0,U20404:133,NONE
DSEWRX,"Sewing items","Chained Dollars","Level",-6,U20406:133,NONE
DSHURA,"Shoes and other footwear","Fisher Quantity Index","Level",0,U20403:110,NONE
DSHURC,"Shoes and other footwear","Current Dollars","Level",-6,U20405:110,DOCCRC
DSHURG,"Shoes and other footwear","Fisher Price Index","Level",0,U20404:110,NONE
DSHURX,"Shoes and other footwear","Chained Dollars","Level",-6,U20406:110,NONE
DSIARA,"Other social assistance, not elsewere classified","Fisher Quantity Index","Level",0,U20403:317,NONE
DSIARC,"Other social assistance, not elsewere classified","Current Dollars","Level",-6,U20405:317,DSCWRC
DSIARG,"Other social assistance, not elsewere classified","Fisher Price Index","Level",0,U20404:317,NONE
DSIARX,"Other social assistance, not elsewere classified","Chained Dollars","Level",-6,U20406:317,NONE
DSNGRA,"Professional advocacy, gross output","Fisher Quantity Index","Level",0,U20403:349,NONE
DSNGRC,"Professional advocacy","Current Dollars","Level",-6,T20900:67|U20405:349,DNPERC
DSNGRG,"Professional advocacy, gross output","Fisher Price Index","Level",0,U20404:349,NONE
DSNGRX,"Professional advocacy, gross output","Chained Dollars","Level",-6,U20406:349,NONE
DSNRRA,"Professional advocacy services to households","Fisher Quantity Index","Level",0,U20403:362,NONE
DSNRRC,"Professional advocacy","Current Dollars","Level",-6,T20900:77|U20405:362,DNPSRC
DSNRRG,"Professional advocacy services to households","Fisher Price Index","Level",0,U20404:362,NONE
DSNRRX,"Professional advocacy services to households","Chained Dollars","Level",-6,U20406:362,NONE
DSOCRA,"Social services and religious activities (120)","Fisher Quantity Index","Level",0,T20403:106|T20503:120|U20403:309,NONE
DSOCRC,"Social services and religious activities (120)","Current Dollars","Level",-6,T20405:106|T20505:120|U20405:309,DOISRC|DOTSRC
DSOCRG,"Social services and religious activities (120)","Fisher Price Index","Level",0,T20404:106|T20504:120|U20404:309,NONE
DSOCRX,"Social services and religious activities (120)","Chained Dollars","Level",-6,T20406:106|T20506:120|U20406:309,NONE
DSPERA,"Spectator sports","Fisher Quantity Index","Level",0,T20503:88|U20403:212,NONE
DSPERC,"Spectator sports","Current Dollars","Level",-6,T20505:88|U20405:212,DADMRC
DSPERG,"Spectator sports","Fisher Price Index","Level",0,T20504:88|U20404:212,NONE
DSPERX,"Spectator sports","Chained Dollars","Level",-6,T20506:88|U20406:212,NONE
DSPGRA,"Sporting equipment, supplies, guns, and ammunition (part of 80)","Fisher Quantity Index","Level",0,T20403:15|U20403:50,NONE
DSPGRC,"Sporting equipment, supplies, guns, and ammunition (part of 80)","Current Dollars","Level",-6,T20405:15|U20405:50,DREQRC
DSPGRG,"Sporting equipment, supplies, guns, and ammunition (part of 80)","Fisher Price Index","Level",0,T20404:15|U20404:50,NONE
DSPGRX,"Sporting equipment, supplies, guns, and ammunition (part of 80)","Chained Dollars","Level",-6,T20406:15|U20406:50,NONE
DSSGRA,"Social services, gross output","Fisher Quantity Index","Level",0,U20403:344,NONE
DSSGRC,"Social services","Current Dollars","Level",-6,T20900:62|U20405:344,DNPERC
DSSGRG,"Social services, gross output","Fisher Price Index","Level",0,U20404:344,NONE
DSSGRX,"Social services, gross output","Chained Dollars","Level",-6,U20406:344,NONE
DSSRRA,"Social services to households","Fisher Quantity Index","Level",0,U20403:357,NONE
DSSRRC,"Social services","Current Dollars","Level",-6,T20900:72|U20405:357,DNPSRC
DSSRRG,"Social services to households","Fisher Price Index","Level",0,U20404:357,NONE
DSSRRX,"Social services to households","Chained Dollars","Level",-6,U20406:357,NONE
DSTYRA,"Stationery and miscellaneous printed materials","Fisher Quantity Index","Level",0,U20403:142,NONE
DSTYRC,"Stationery and miscellaneous printed materials","Current Dollars","Level",-6,U20405:142,DNEWRC
DSTYRG,"Stationery and miscellaneous printed materials","Fisher Price Index","Level",0,U20404:142,NONE
DSTYRX,"Stationery and miscellaneous printed materials","Chained Dollars","Level",-6,U20406:142,NONE
DSVCRA,"Services related to video and audio goods and computers","Fisher Quantity Index","Level",0,T20503:77,NONE
DSVCRC,"Services related to video and audio goods and computers","Current Dollars","Level",-6,T20505:77,DVPIRC
DSVCRG,"Services related to video and audio goods and computers","Fisher Price Index","Level",0,T20504:77,NONE
DSVCRX,"Services related to video and audio goods and computers","Chained Dollars","Level",-6,T20506:77,NONE
DSWERA,"Sugar and sweets","Fisher Quantity Index","Level",0,U20403:92,NONE
DSWERC,"Sugar and sweets","Current Dollars","Level",-6,U20405:92,DFOFRC
DSWERG,"Sugar and sweets","Fisher Price Index","Level",0,U20404:92,NONE
DSWERX,"Sugar and sweets","Chained Dollars","Level",-6,U20406:92,NONE
DTAERA,"Therapeutic appliances and equipment","Fisher Quantity Index","Level",0,T20403:21|T20503:42|U20403:64,NONE
DTAERC,"Therapeutic appliances and equipment","Current Dollars","Level",-6,T20405:21|T20505:42|U20405:64,DMPARC|DODGRC
DTAERG,"Therapeutic appliances and equipment","Fisher Price Index","Level",0,T20404:21|T20504:42|U20404:64,NONE
DTAERX,"Therapeutic appliances and equipment","Chained Dollars","Level",-6,T20406:21|T20506:42|U20406:64,NONE
DTAPRA,"Tax preparation and other related services","Fisher Quantity Index","Level",0,U20403:295,NONE
DTAPRC,"Tax preparation and other related services","Current Dollars","Level",-6,U20405:295,DPRORC
DTAPRG,"Tax preparation and other related services","Fisher Price Index","Level",0,U20404:295,NONE
DTAPRX,"Tax preparation and other related services","Chained Dollars","Level",-6,U20406:295,NONE
DTATRA,"Tires","Fisher Quantity Index","Level",0,U20403:19,NONE
DTATRC,"Tires","Current Dollars","Level",-6,U20405:19,DMVPRC
DTATRG,"Tires","Fisher Price Index","Level",0,U20404:19,NONE
DTATRX,"Tires","Chained Dollars","Level",-6,U20406:19,NONE
DTAXRA,"Taxicabs","Fisher Quantity Index","Level",0,U20403:200,NONE
DTAXRC,"Taxicabs","Current Dollars","Level",-6,U20405:200,DROTRC
DTAXRG,"Taxicabs","Fisher Price Index","Level",0,U20404:200,NONE
DTAXRX,"Taxicabs","Chained Dollars","Level",-6,U20406:200,NONE
DTCERA,"Telephone and facsimile equipment (67)","Fisher Quantity Index","Level",0,T20403:24|T20503:67|U20403:69,NONE
DTCERC,"Telephone and facsimile equipment (67)","Current Dollars","Level",-6,T20405:24|T20505:67|U20405:69,DCMCRC|DODGRC
DTCERG,"Telephone and facsimile equipment (67)","Fisher Price Index","Level",0,T20404:24|T20504:67|U20404:69,NONE
DTCERX,"Telephone and facsimile equipment (67)","Chained Dollars","Level",-6,T20406:24|T20506:67|U20406:69,NONE
DTCSRA,"Telecommunication services (71)","Fisher Quantity Index","Level",0,T20403:97|T20503:71|U20403:276,NONE
DTCSRC,"Telecommunication services (71)","Current Dollars","Level",-6,T20405:97|T20505:71|U20405:276,DCMCRC|DCOMRC
DTCSRG,"Telecommunication services (71)","Fisher Price Index","Level",0,T20404:97|T20504:71|U20404:276,NONE
DTCSRX,"Telecommunication services (71)","Chained Dollars","Level",-6,T20406:97|T20506:71|U20406:276,NONE
DTEDRA,"Education services","Fisher Quantity Index","Level",0,T20403:100|U20403:284|U20403:388,NONE
DTEDRC,"Education services","Current Dollars","Level",-6,T20405:100|U20405:284|U20405:388,DOTSRC
DTEDRG,"Education services","Fisher Price Index","Level",0,T20404:100|U20404:284|U20404:388,NONE
DTEDRX,"Education services","Chained Dollars","Level",-6,T20406:100|U20406:284|U20406:388,NONE
DTENRA,"Rental of tenant-occupied nonfarm housing (20)","Fisher Quantity Index","Level",0,T20403:51|T20503:20|T70403:4|U20403:152,NONE
DTENRC,"Rental of tenant-occupied nonfarm housing (20)","Current Dollars","Level",-6,T20405:51|T20505:20|T70405:4|U20405:152,A2008C|DHSGRC
DTENRG,"Rental of tenant-occupied nonfarm housing (20)","Fisher Price Index","Level",0,T20404:51|T20504:20|T70404:4|U20404:152,NONE
DTENRX,"Rental of tenant-occupied nonfarm housing (20)","Chained Dollars","Level",-6,T20406:51|T20506:20|T70406:4|U20406:152,NONE
DTEXRA,"Household textiles","Fisher Quantity Index","Level",0,T20503:32,NONE
DTEXRC,"Household textiles","Current Dollars","Level",-6,T20505:32,DFHHRC
